shopName,productName,price,oldPrice,discount,weight,zip,available,details,ingredients,productLink,image,nutration,photos,retrive_date
Safeway,"Jadot Pinot Noir, Bourgogne, Beaune France, 2017",$29.56,N/A,N/A,750 ml,Delivery to 94105,N/A,"Flavor: Plums, raspberries and cherries on the nose, fresh fruit in the mouth, with balanced acidity and smooth tannins on the finish. Origin: Fruit from the Cote d'Or and the Cote Chalonnaise gives this wine depth and concentration. Aged in French oak for 9 months. Grape: Pinot Noir. 12.5% alc. by vol. 25 Product of France.",Wine Pinot Noir.,https://www.instacart.comhttps://www.instacart.com/store/items/item_182379422,https://www.instacart.com/assets/domains/product-image/file/large_c5e69a90-37e3-4398-91f2-88130a929050.png,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_c5e69a90-37e3-4398-91f2-88130a929050.png', 'https://www.instacart.com/assets/domains/product-image/file/large_0cac83a0-48da-425f-97c7-81ddcbe1668c.png']",2022-08-19 22:53:30.310040
Safeway,"Signature Reserve Chardonnay, Russian River Valley, 2017",$19.54,N/A,N/A,750 ml,Delivery to 94105,N/A,"Our Signature Reserve collection of wines are crafted from select vineyards and lots that showcase the very best of each appellation. This Russian River Valley Chardonnay opens with aromas of ripe apple and Asian pear, followed by notes of oak spice. On the palate, the flavors of apple pie and baked pear develop into baking spice and rich, creamy creme brulee. The wine finishes with beautifully balanced acidity framed by toasty oak. 13.5% alc./vol. Cellared and Bottled by Signature Reserve Cellars, Hopland, CA.",,https://www.instacart.comhttps://www.instacart.com/store/items/item_1368058286,https://www.instacart.com/assets/domains/product-image/file/large_b63593e0-84ac-4b96-b875-092b2d92b61d.png,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_b63593e0-84ac-4b96-b875-092b2d92b61d.png', 'https://www.instacart.com/assets/domains/product-image/file/large_77329b0e-a117-43ca-9965-01b0065a25f6.png']",2022-08-19 22:54:46.317597
Safeway,Jadot Pouilly-Fuisse,$37.94,N/A,N/A,750 ml,Delivery to 94105,N/A,"Origin: Produced in the Maconnais region of Burgundy, this famous wine is partially barrel fermented with 6 months aging in French oak casks.",,https://www.instacart.comhttps://www.instacart.com/store/items/item_182368096,https://www.instacart.com/assets/domains/product-image/file/large_4af0e020-1b44-4a7c-88d3-6e4eec339bb9.png,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_4af0e020-1b44-4a7c-88d3-6e4eec339bb9.png', 'https://www.instacart.com/assets/domains/product-image/file/large_839c15d8-ef3e-4b55-a705-d69f1d7a6a84.png']",2022-08-19 22:55:42.340105
Safeway,"O Organics Cabernet Sauvignon, California",$16.09,N/A,N/A,750 ml,Delivery to 94105,N/A,"USDA Organic. Certified Organic by Quality Assurance International. Aromatics of ripe currant, cassis and black cherry lead into red and black fruit flavors coupled with hints of chocolate, mint and herbs. This Cabernet Sauvignon is beautifully ripe and rich, harmoniously displaying flavors of caramel, oak and vanilla. Clean Label Project: Certified Pesticide Free. Alc. 12.8% by volume. 25.6",,https://www.instacart.comhttps://www.instacart.com/store/items/item_1793327637,https://www.instacart.com/assets/domains/product-image/file/large_43803aad-1ef4-403b-b285-717a45355e15.png,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_43803aad-1ef4-403b-b285-717a45355e15.png', 'https://www.instacart.com/assets/domains/product-image/file/large_4f626db8-e435-4efe-a0ee-72e6a168a8fd.png']",2022-08-19 22:56:30.285152
Safeway,"O Organics Chardonnay, California",$16.09,N/A,N/A,750 ml,Delivery to 94105,N/A,"USDA Organic. Certified Organic by Quality Assurance International. This Chardonnay is dry and precise with layers of golden apple, pineapple, and yellow peach. Oak notes of spice, vanilla and caramel find balance with the rest of the components of the wine in a very elegant and pure way. Organic from the source. Clean Label Project: Certified Pesticide Free. Alc. 13.9% by volume. 27.8 Cellared and bottled by Lifevine Cellars Ukiah, CA.",,https://www.instacart.comhttps://www.instacart.com/store/items/item_1691118063,https://www.instacart.com/assets/domains/product-image/file/large_f65d5505-7254-463d-8267-4ca9e0eccf5d.png,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_f65d5505-7254-463d-8267-4ca9e0eccf5d.png', 'https://www.instacart.com/assets/domains/product-image/file/large_24242e4a-ac7e-454a-9aa8-cb2a2d938ed1.png']",2022-08-19 22:57:22.784711
Safeway,Josh Cellars Cabernet Sauvignon,$19.54,N/A,N/A,750 ml,Delivery to 94105,N/A,"Cabernet Sauvignon was the first wine Josh Cellars ever made. This is the red wine cabernet that started it all, setting the exacting standards that the brand holds itself to for all varietals. Round and juicy, Josh Cellars Cabernet Sauvignon is a California wine that has flavors of blackberry, toasted hazelnut and cinnamon, complemented by hints of vanilla and toasted oak. Josh Cellars works with California's best growers to source and assemble wine of great character and complexity. Pair this red wine cabernet with well-seasoned meats like beef, pork, or lamb, and indulgent chocolate desserts. The 2016 vintage of Josh Cellars Cabernet Sauvignon is rated as one of the top 5% of wines in the world by Vivino and the 2019 vintage was awarded 91 points by Wine Enthusiast. A Josh Cellars Cabernet Sauvignon bottle of wine is 750 ml and 13.5% ABV. Created by Joseph Carr and named after his father, Josh Cellars makes high-quality, well-balanced, delicious wines that are expressions of gratitude grounded in hard work, high standards and the recognition of others. Josh wine is worth sharing with those who matter.","Cabernet Sauvignon Wine, Ripe Blackberry and Cherry Flavors, Spices, Toasted Oak, Sulfites.",https://www.instacart.comhttps://www.instacart.com/store/items/item_182426527,https://www.instacart.com/assets/domains/product-image/file/large_d7a01710-5161-448e-b03c-24fb71e7ae51.jpg,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_d7a01710-5161-448e-b03c-24fb71e7ae51.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_c7d408f3-9bc2-426c-9973-992dd6f988ad.jpg']",2022-08-19 22:58:17.085366
Safeway,Apothic Red Blend Red Wine,$16.09,N/A,N/A,750 ml,Delivery to 94105,N/A,"Apothic Red is the bold and intriguing red blend that launched the Apothic legacy, featuring a mix of merlot, cabernet sauvignon, syrah, and zinfandel wine grapes. This California wine indulges the senses with notes of black cherry, vanilla and mocha and a character all its own. This smooth and rich red blend is medium bodied and pairs with wherever the night may take you. Apothic Red is best enjoyed with plenty of wine glasses to share.  • One 750 mL bottle of Apothic Red Blend Red Wine • Medium body with a smooth finish • Bold and fruit forward with notes of black cherry and dark red fruit • Crowd-pleasing Apothic wine with aromas and notes of mocha and vanilla • Red blend wine from California","Zinfandel, Merlot, Syrah, Cabernet, Jammy Dark Red Fruit, Hints of Vanilla and Mocha.",https://www.instacart.comhttps://www.instacart.com/store/items/item_182385876,https://www.instacart.com/assets/domains/product-image/file/large_ef98f5f2-87b6-4d31-9945-a36b3373979f.png,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_ef98f5f2-87b6-4d31-9945-a36b3373979f.png', 'https://www.instacart.com/assets/domains/product-image/file/large_7787cc0d-e0ea-4e8f-8d1f-6f46684c9285.png']",2022-08-19 22:59:10.905624
Safeway,Matua Sauvignon Blanc,$17.24,N/A,N/A,750 ml,Delivery to 94105,N/A,"Matua was the first to produce Sauvignon Blanc in New Zealand, and our passion for the grape hasn't stopped growing. Straight from Marlborough, Matua Marlborough New Zealand Sauvignon Blanc White Wine is a refreshing and energetic wine made for gathering with friends on the pool or patio. A crisp, clean, and slightly citrus personality is the perfect chilled sipper or match for simple appetizers. Since 1974, Matua has crafted a family of fine wines with grapes sourced from New Zealand’s most renowned wine regions – Hawke’s Bay, Marlborough, and Central Otago. From the north to the south, New Zealand’s wine growing regions all offer something unique for a refreshing, chilled experience.","Sauvignon Blanc, Sulfites.",https://www.instacart.comhttps://www.instacart.com/store/items/item_182597133,https://www.instacart.com/assets/domains/product-image/file/large_4432f7d3-1a13-4dc9-8fc1-dcc136cc292f.jpg,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_4432f7d3-1a13-4dc9-8fc1-dcc136cc292f.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_19e958bc-fc4b-4a89-b3eb-c690b3dfb778.jpg']",2022-08-19 22:59:50.149062
Total Wine & More,Low Hanging Fruit Sweet Orchard Apple Wine,$5.49,$8.99,39% off,1.5 L,Delivery to 94105,N/A,"California - A wonderfully bright and light-bodied wine with a hint of sweet green apples. Deliciously sweet, fruity, and slightly fizzy, it can be enjoyed poured over ice or mixed into a cocktail! (Sweet, Apple, Tropical, Light-bodied)",,https://www.instacart.comhttps://www.instacart.com/store/items/item_3148175340,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_d2cc15b5-eccc-4770-86b3-b6333d19c389.jpg,N/A,N/A,2022-08-19 23:00:48.734488
Total Wine & More,Low Hanging Fruit Sweet Tropical Blend Wine,$5.49,$8.99,39% off,1.5 L,Delivery to 94105,N/A,"California - This fruity and light-bodied wine has a hint of sweet, juicy pineapple. Deliciously sweet and slightly fizzy, this can be enjoyed over ice or mix into a cocktail! (Sweet, Tropical, Pineapple, Light-bodied)",,https://www.instacart.comhttps://www.instacart.com/store/items/item_3148175218,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_effe7f80-5b6c-4450-90e3-3dcb6464ee1e.jpg,N/A,N/A,2022-08-19 23:01:15.660900
Total Wine & More,Big Sipper California White Wine,$3.49,N/A,N/A,750 ml,Delivery to 94105,N/A,"California- Fresh, fruity and flavorful, this fruit forward white possesses aromas and flavors of lemon, citrus, and tropical fruit. This crisp and mouthwatering wine finishes smooth (Fresh, Peach, Floral, Medium-bodied)",,https://www.instacart.comhttps://www.instacart.com/store/items/item_716762912,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c800b5f2-3085-48a3-bf12-4946a1984d27.jpg,N/A,N/A,2022-08-19 23:01:41.512604
Total Wine & More,Tiny Umbrellas Pink Moscato Wine,$6.99,N/A,N/A,750 ml,Delivery to 94105,N/A,"California- This juicy and sweet Pink Moscato is filled with delicious flavors of raspberry, peach and passion fruit.  It's light and playful personality makes this best paired with friends at any occasion and mixed with lemonade and club soda to make a Pink Moscato Lemonade (Sweet, Raspberry, Peach, Light-bodied)",,https://www.instacart.comhttps://www.instacart.com/store/items/item_1550657940,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_ed4e64cc-c7e9-4ac9-abdd-2717679927cf.jpg,N/A,N/A,2022-08-19 23:02:10.349205
Total Wine & More,Tiny Umbrellas Fresh Strawberry Wine,$6.99,N/A,N/A,750 ml,Delivery to 94105,N/A,"California - Deliciously sweet, light bodied and bursting with flavors of strawberry, jammy red fruit and tropical notes. Enjoy this straight, over ice, or mixed into your favorite cocktail! (Sweet, Strawberry, Red Fruit, Light-bodied)",,https://www.instacart.comhttps://www.instacart.com/store/items/item_3148174940,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_09f54ec0-ac90-45b9-8e3f-be5647cad388.jpg,N/A,N/A,2022-08-19 23:02:24.497975
Total Wine & More,Big Sipper Cabernet Sauvignon,$5.49,N/A,N/A,750 ml,Delivery to 94105,N/A,"California - Full of delicious fruit flavors, Big Sipper is perfect for when it's time to relax and enjoy a nice glass of wine. Flavors of blackberry and spice fill the glass, while a smooth finish makes this a great party wine (Intense, Berry, Cherry, Full-bodied)",,https://www.instacart.comhttps://www.instacart.com/store/items/item_716762968,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_4eda5a50-0841-4862-8aaf-7fcb75ffce9b.jpg,N/A,N/A,2022-08-19 23:02:45.742527
Total Wine & More,Josh Cellars Cabernet Sauvignon,$13.49,N/A,N/A,750 ml,Delivery to 94105,N/A,"California- Aromas of ripe black currant, smoke and saddle. Flavors of dark cherry and ripe plum with a hint of vanilla and cocoa. A firm and approachable structure with a balanced and long finish (Elegant, Black Cherry, Plum, Medium-bodied)","Cabernet Sauvignon Wine, Ripe Blackberry and Cherry Flavors, Spices, Toasted Oak, Sulfites.",https://www.instacart.comhttps://www.instacart.com/store/items/item_417271447,https://www.instacart.com/assets/domains/product-image/file/large_d7a01710-5161-448e-b03c-24fb71e7ae51.jpg,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_d7a01710-5161-448e-b03c-24fb71e7ae51.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_c7d408f3-9bc2-426c-9973-992dd6f988ad.jpg']",2022-08-19 23:03:10.395650
Total Wine & More,Apothic Red Blend Red Wine,$9.99,N/A,N/A,750 ml,Delivery to 94105,N/A,"California- Intense fruit aromas and flavors of rhubarb and black cherry that are complemented by hints of mocha and vanilla. The plush, velvety mouthfeel and smooth finish round out this intriguing, full-bodied red blend.","Zinfandel, Merlot, Syrah, Cabernet, Jammy Dark Red Fruit, Hints of Vanilla and Mocha.",https://www.instacart.comhttps://www.instacart.com/store/items/item_417269983,https://www.instacart.com/assets/domains/product-image/file/large_ef98f5f2-87b6-4d31-9945-a36b3373979f.png,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_ef98f5f2-87b6-4d31-9945-a36b3373979f.png', 'https://www.instacart.com/assets/domains/product-image/file/large_7787cc0d-e0ea-4e8f-8d1f-6f46684c9285.png']",2022-08-19 23:03:25.557112
Total Wine & More,Barefoot Pinot Grigio White Wine,$10.49,N/A,N/A,1.5 L,Delivery to 94105,N/A,California- This is a fruit-driven style of Pinot Grigio with citrus and apple flavors. The finish is crisp and refreshing. Barefoot Cellars continues to put good juice in bottles for a very fair price.,,https://www.instacart.comhttps://www.instacart.com/store/items/item_417271949,https://www.instacart.com/assets/domains/product-image/file/large_3700e693-61fa-4fc0-a1b9-1bd9dddf179b.png,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_3700e693-61fa-4fc0-a1b9-1bd9dddf179b.png', 'https://www.instacart.com/assets/domains/product-image/file/large_d4d5f913-42c8-43b5-af1e-fd9826008014.png']",2022-08-19 23:03:51.993806
Total Wine & More,Yes Way Rosé French Rosé Wine,$14.49,N/A,N/A,750 ml,Delivery to 94105,N/A,"France - French Rose in a convenient can!  A dry and easy drinking rose, the classic Provencal style rose reveals a fresh bouquet of strawberries, citrus and stone fruit flavors.",,https://www.instacart.comhttps://www.instacart.com/store/items/item_3432423522,https://www.instacart.com/assets/domains/product-image/file/large_a1f7b7bc-e97c-4f8a-8593-737e5a1b6430.jpg,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_a1f7b7bc-e97c-4f8a-8593-737e5a1b6430.jpg', 'https://www.instacart.com/assets/domains/product-image/file/large_371c34a0-99e1-4f9b-988a-6c38e658ee44.jpg']",2022-08-19 23:04:23.933041
Total Wine & More,Stella Rosa Black,$10.99,N/A,N/A,750 ml,Delivery to 94105,N/A,"Italy- A low alcohol grape wine cocktail that blends a proprietary selection of grapes, primarily the Brachetto grape. Features fresh strawberry and red berry flavors with a hint of natural carbonation (Sweet)","Wine, Grape Must, Sugar, Color Added (grape Skin Extract), Natural Flavors, Sulphur Dioxide (antioxidant). No Added Juice.",https://www.instacart.comhttps://www.instacart.com/store/items/item_3432419925,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_335d4713-03da-47ed-ab0f-65fcb88242ac.png,"Nutrition Facts , Serving Size ,   , 6.00 fl oz , Servings Per Container ,   , about 4 , Amount Per Serving , Calories ,  160 , % Daily Value , Total Fat ,  0g , 0% , daily value , Sodium ,  0mg , 0% , daily value , Total Carbohydrate ,  23g , 8% , daily value , Total Carbohydrate , Sugars 23g , Protein ,  0g , Percent Daily Values are based on a 2,000 calorie diet.",N/A,2022-08-19 23:04:55.750456
Total Wine & More,"Roscato Sweet Red, Italia",$10.49,N/A,N/A,750 ml,Delivery to 94105,N/A,"Lombardy, Italy- An irresistible, delicately sweet, gently fizzy red wine from the northern Italian region of Lombardy. Makes a wonderful aperitif and is also incredibly food-friendly (Sweet)","Sweet Red Wine (Aromatic notes of Cherry, Blackberry and Red Raspberry, Sulfites).",https://www.instacart.comhttps://www.instacart.com/store/items/item_417271133,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_0c733e62-a282-4d4c-8a3b-cf2c9d788f24.jpg,N/A,N/A,2022-08-19 23:05:13.114961
Total Wine & More,Barefoot Moscato White Wine,$10.49,N/A,N/A,1.5 L,Delivery to 94105,N/A,"California- Sweet with delicious mouth-watering flavors of juicy peach and apricot. Hints of lemon and orange citrus complement a crisp, refreshing finish. Serve with appetizers and light entrees or after dinner with fruit and cheese.","Peach & Apricot Flavors, Hints of Lemon and Orange, Sulfites.",https://www.instacart.comhttps://www.instacart.com/store/items/item_417269904,https://www.instacart.com/assets/domains/product-image/file/large_bf868def-ec35-4c59-92b2-8285b8a946f2.png,N/A,"['https://www.instacart.com/assets/domains/product-image/file/large_bf868def-ec35-4c59-92b2-8285b8a946f2.png', 'https://www.instacart.com/assets/domains/product-image/file/large_9e7fb613-61e1-4e36-9c24-dc4e70816f51.png']",2022-08-19 23:05:23.846450
Total Wine & More,Dive Bar Wine Strawberry Moscato,$8.99,N/A,N/A,750 ml,Delivery to 94105,N/A,"California- This fresh wine is bursting with flavors of strawberry, kiwi and watermelon. It's light-bodied and perfect if you enjoy a fruit forward wine. It pairs great with summer salads, chicken wings and banana splits. One sip and you'll be a regular (Sweet, Strawberry, Kiwi, Light-bodied)",,https://www.instacart.comhttps://www.instacart.com/store/items/item_1550657144,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_6f05d8fc-b9a9-46b1-a822-2b4f93f018d7.jpg,N/A,N/A,2022-08-19 23:05:57.555211
